"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","testGetTitleDynamicAppPage","Surefire suite","Tue Jun 24 16:35:19 GMT 2025","skipped","Tue Jun 24 16:35:19 GMT 2025","playground.tests.DynamicTest","Surefire test","playground.tests.DynamicTest","testGetTitleDynamicAppPage"
"","0","testPopUpTitlePage","Surefire suite","Tue Jun 24 16:35:20 GMT 2025","skipped","Tue Jun 24 16:35:20 GMT 2025","playground.tests.PopUpWindowTest","Surefire test","playground.tests.PopUpWindowTest","testPopUpTitlePage"
"","1","setUp","Surefire suite","Tue Jun 24 16:35:20 GMT 2025","broken","Tue Jun 24 16:35:20 GMT 2025","playground.tests.CoveredElementsTest","Surefire test","playground.tests.CoveredElementsTest","setUp"
"","0","setUp","Surefire suite","Tue Jun 24 16:35:20 GMT 2025","broken","Tue Jun 24 16:35:20 GMT 2025","playground.tests.PopUpWindowTest","Surefire test","playground.tests.PopUpWindowTest","setUp"
"","0","setUp","Surefire suite","Tue Jun 24 16:35:20 GMT 2025","broken","Tue Jun 24 16:35:20 GMT 2025","playground.tests.PlayGroundMainTest","Surefire test","playground.tests.PlayGroundMainTest","setUp"
"","0","setUp","Surefire suite","Tue Jun 24 16:35:20 GMT 2025","broken","Tue Jun 24 16:35:20 GMT 2025","playground.tests.OnBoardingModalTest","Surefire test","playground.tests.OnBoardingModalTest","setUp"
"","0","testClickDropDownChooseOtherItem","Surefire suite","Tue Jun 24 16:35:20 GMT 2025","skipped","Tue Jun 24 16:35:20 GMT 2025","playground.tests.MultiLevelDropDownTest","Surefire test","playground.tests.MultiLevelDropDownTest","testClickDropDownChooseOtherItem"
"","0","setUp","Surefire suite","Tue Jun 24 16:35:20 GMT 2025","broken","Tue Jun 24 16:35:20 GMT 2025","playground.tests.VerifyAccountTest","Surefire test","playground.tests.VerifyAccountTest","setUp"
"","0","testCloseBurgerMenu","Surefire suite","Tue Jun 24 16:35:20 GMT 2025","skipped","Tue Jun 24 16:35:20 GMT 2025","playground.tests.OnBoardingModalTest","Surefire test","playground.tests.OnBoardingModalTest","testCloseBurgerMenu"
"","1","testGetRatingStarsNumber","Surefire suite","Tue Jun 24 16:35:19 GMT 2025","skipped","Tue Jun 24 16:35:19 GMT 2025","playground.tests.RatingTest","Surefire test","playground.tests.RatingTest","testGetRatingStarsNumber"
"","0","setUp","Surefire suite","Tue Jun 24 16:35:20 GMT 2025","broken","Tue Jun 24 16:35:20 GMT 2025","playground.tests.TagsInputBoxTest","Surefire test","playground.tests.TagsInputBoxTest","setUp"
"","0","testPopUpText","Surefire suite","Tue Jun 24 16:35:20 GMT 2025","skipped","Tue Jun 24 16:35:20 GMT 2025","playground.tests.PopUpWindowTest","Surefire test","playground.tests.PopUpWindowTest","testPopUpText"
"","1","testGetItem","Surefire suite","Tue Jun 24 16:35:20 GMT 2025","skipped","Tue Jun 24 16:35:20 GMT 2025","playground.tests.SortedListTest","Surefire test","playground.tests.SortedListTest","testGetItem"
