"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","testScrollAndClickButton","Surefire suite","Sun Jun 08 19:58:39 GMT 2025","skipped","Sun Jun 08 19:58:39 GMT 2025","playground.tests.CoveredElementsTest","Surefire test","playground.tests.CoveredElementsTest","testScrollAndClickButton"
"","0","testAddTag","Surefire suite","Sun Jun 08 19:58:39 GMT 2025","skipped","Sun Jun 08 19:58:39 GMT 2025","playground.tests.TagsInputBoxTest","Surefire test","playground.tests.TagsInputBoxTest","testAddTag"
"","1","testClickRatingStarsNumber","Surefire suite","Sun Jun 08 19:58:39 GMT 2025","skipped","Sun Jun 08 19:58:39 GMT 2025","playground.tests.RatingTest","Surefire test","playground.tests.RatingTest","testClickRatingStarsNumber"
"","0","testGetRatingStarsNumber","Surefire suite","Sun Jun 08 19:58:39 GMT 2025","skipped","Sun Jun 08 19:58:39 GMT 2025","playground.tests.RatingTest","Surefire test","playground.tests.RatingTest","testGetRatingStarsNumber"
"","0","testGetItem","Surefire suite","Sun Jun 08 19:58:39 GMT 2025","skipped","Sun Jun 08 19:58:39 GMT 2025","playground.tests.DynamicTest","Surefire test","playground.tests.DynamicTest","testGetItem"
"","0","setUp","Surefire suite","Sun Jun 08 19:58:39 GMT 2025","broken","Sun Jun 08 19:58:39 GMT 2025","playground.tests.DynamicTest","Surefire test","playground.tests.DynamicTest","setUp"
"","0","testGetDropDownTitle","Surefire suite","Sun Jun 08 19:58:39 GMT 2025","skipped","Sun Jun 08 19:58:39 GMT 2025","playground.tests.MultiLevelDropDownTest","Surefire test","playground.tests.MultiLevelDropDownTest","testGetDropDownTitle"
"","2","setUp","Surefire suite","Sun Jun 08 19:58:39 GMT 2025","broken","Sun Jun 08 19:58:39 GMT 2025","playground.tests.PlayGroundMainTest","Surefire test","playground.tests.PlayGroundMainTest","setUp"
"","1","testGetTitleDynamicAppPage","Surefire suite","Sun Jun 08 19:58:39 GMT 2025","skipped","Sun Jun 08 19:58:39 GMT 2025","playground.tests.DynamicTest","Surefire test","playground.tests.DynamicTest","testGetTitleDynamicAppPage"
"","0","setUp","Surefire suite","Sun Jun 08 19:58:39 GMT 2025","broken","Sun Jun 08 19:58:39 GMT 2025","playground.tests.TagsInputBoxTest","Surefire test","playground.tests.TagsInputBoxTest","setUp"
